12 0.069 0.07469 0.12 -1 0.12 0.098 0.071 0.072 0.07 0.07 0.077 0.078 0.075 0.072 0.069 0.071 0.07 0.072 0.069 0.098 0.072 0.071 0.069 0.072 0.07 0.071 0.069 0.072 0.092 0.094 0.077 0.075 0.071 0.072 0.069 0.073 0.074 0.075 0.07 0.074 0.069 0.071 0.069 0.076 0.069 0.071 0.07 0.071 0.069 0.076 0.076 0.075 0.073 0.093 0.093 0.07 0.07 0.07 0.07 0.073 0.069 0.076 0.069 0.071 0.069 0.07 0.071 0.077 0.096 0.077 0.078 0.078 0.072 0.07 0.071 0.07 0.07 0.069 0.095 0.095 0.071 0.069 0.071 0.07 0.071 0.071 0.075 0.07 0.07 0.076 0.09 0.076 0.071 0.07 0.07 0.07 0.071 0.069 0.071 0.071 0.071 0.07 0.07 0.094
84 0.07 0.08167 0.152 -1 0.109 0.074 0.073 0.072 0.082 0.076 0.081 0.072 0.07 0.072 0.072 0.072 0.071 0.071 0.078 0.072 0.072 0.072 0.072 0.072 0.071 0.071 0.072 0.094 0.106 0.073 0.075 0.073 0.071 0.071 0.083 0.085 0.145 0.134 0.082 0.092 0.072 0.123 0.102 0.1 0.072 0.152 0.101 0.145 0.104 0.098 0.11 0.109 0.094 0.075 0.072 0.073 0.07 0.073 0.076 0.072 0.075 0.076 0.071 0.072 0.072 0.072 0.071 0.08 0.075 0.077 0.073 0.073 0.071 0.073 0.072 0.072 0.108 0.101 0.072 0.092 0.072 0.073 0.072 0.073 0.073 0.077 0.071 0.08 0.074 0.079 0.072 0.072 0.093 0.071 0.074 0.071 0.072 0.074 0.073 0.071 0.073 0.094 0.098 0.071
804 0.072 0.07752 0.124 -1 0.124 0.078 0.083 0.084 0.079 0.083 0.074 0.076 0.075 0.076 0.074 0.077 0.078 0.077 0.073 0.075 0.074 0.076 0.074 0.076 0.074 0.098 0.104 0.078 0.078 0.075 0.073 0.076 0.074 0.077 0.081 0.076 0.078 0.076 0.074 0.076 0.08 0.076 0.073 0.074 0.073 0.074 0.083 0.075 0.077 0.074 0.096 0.096 0.072 0.075 0.072 0.074 0.074 0.073 0.077 0.078 0.073 0.075 0.072 0.075 0.072 0.073 0.083 0.075 0.076 0.074 0.072 0.074 0.072 0.074 0.096 0.097 0.075 0.073 0.073 0.074 0.073 0.075 0.072 0.074 0.076 0.074 0.081 0.076 0.076 0.075 0.073 0.074 0.073 0.074 0.072 0.073 0.074 0.074 0.072 0.097 0.096 0.074 0.072 0.074
8004 0.1 0.10782 0.168 -1 0.168 0.108 0.117 0.103 0.109 0.103 0.106 0.1 0.106 0.103 0.111 0.138 0.105 0.105 0.106 0.101 0.105 0.103 0.107 0.127 0.139 0.11 0.111 0.101 0.103 0.103 0.104 0.103 0.105 0.109 0.109 0.102 0.105 0.102 0.103 0.102 0.105 0.104 0.104 0.1 0.111 0.11 0.11 0.102 0.128 0.128 0.104 0.101 0.104 0.102 0.109 0.102 0.105 0.105 0.109 0.101 0.105 0.103 0.104 0.101 0.116 0.105 0.111 0.101 0.104 0.103 0.105 0.101 0.105 0.127 0.131 0.1 0.104 0.103 0.111 0.102 0.105 0.103 0.105 0.104 0.116 0.105 0.11 0.102 0.105 0.106 0.105 0.102 0.104 0.104 0.107 0.101 0.103 0.128 0.128 0.101 0.104 0.102 0.104 0.1
80004 0.676 0.73184 0.796 -1 0.796 0.758 0.689 0.741 0.723 0.741 0.697 0.744 0.725 0.754 0.729 0.748 0.724 0.74 0.706 0.764 0.751 0.738 0.704 0.75 0.746 0.755 0.7 0.748 0.725 0.742 0.691 0.737 0.723 0.748 0.703 0.748 0.72 0.774 0.684 0.74 0.72 0.748 0.711 0.766 0.764 0.782 0.682 0.743 0.721 0.745 0.694 0.755 0.725 0.749 0.682 0.744 0.73 0.749 0.697 0.751 0.718 0.74 0.676 0.755 0.742 0.745 0.69 0.751 0.719 0.771 0.715 0.744 0.73 0.744 0.692 0.756 0.72 0.757 0.682 0.74 0.726 0.738 0.71 0.762 0.736 0.746 0.679 0.741 0.73 0.753 0.69 0.755 0.731 0.744 0.718 0.762 0.72 0.744 0.691 0.751 0.717 0.739 0.71 0.74
800004 10.834 11.1534 11.826 -1 11.149 10.87 11.139 11.106 11.132 10.836 11.726 11.067 11.171 10.887 11.809 11.073 11.182 10.875 11.151 11 11.13 10.868 11.177 10.991 11.143 11.239 11.131 10.996 11.122 10.937 11.826 11.639 11.207 10.896 11.122 11.059 11.179 11.35 11.195 10.996 11.731 10.869 11.141 11.061 11.189 10.897 11.189 11.034 11.139 10.872 11.154 11.037 11.149 10.912 11.196 11.057 11.685 10.874 11.113 11.549 11.697 10.901 11.19 11.067 11.171 10.836 11.152 11.077 11.157 10.861 11.179 11.059 11.162 11.236 11.196 11.078 11.772 10.834 11.19 11.024 11.205 10.893 11.129 11.024 11.115 11.263 11.157 11.022 11.137 10.855 11.139 11.017 11.69 10.884 11.797 11.584 11.114 11.248 11.742 11.04 11.152 10.874 11.133 11.066
